City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
315,cohasset,42.2418,-70.8037,10.74,47,0,4.12,US,1732470242
316,gaigeturi,33.4644,126.3183,13.03,76,40,5.14,KR,1732470243
317,tralee,52.2704,-9.7026,10.14,87,40,8.75,IE,1732470244
318,zadar,44.1197,15.2422,10.34,76,75,1.54,HR,1732470245
319,tazacorte,28.629,-17.9293,21.54,99,40,1.54,ES,1732470247
320,olenino,56.2092,33.4889,-5.83,98,8,2.3,RU,1732470248
321,vila franca do campo,37.7167,-25.4333,17.23,65,57,3.25,PT,1732470249
322,mili,6.0815,171.735,28.54,71,88,8.36,MH,1732470250
323,tanumah,27.1,44.1333,22.58,46,100,1.4,SA,1732470251
324,rawson,-43.3002,-65.1023,18.16,59,20,6.17,AR,1732470104
325,es castell,39.8795,4.2854,16.38,88,0,2.57,ES,1732470253
326,paracuru,-3.41,-39.0306,29.18,61,65,5.86,BR,1732470256
327,mary,37.0,62.5,13.86,54,76,4.28,TM,1732470257
328,sukumo,32.9333,132.7333,5.38,78,0,2.09,JP,1732470258
329,enewetak,11.3474,162.3373,28.73,80,50,9.2,MH,1732470260
330,zhongshan,21.3226,110.5829,21.36,84,98,6.79,CN,1732470261
331,las palmas,28.4204,-14.0131,24.44,50,20,3.6,ES,1732470262
332,ciudad guayana,8.3533,-62.6528,32.42,49,95,3.29,VE,1732470263
333,tidjikja,18.5564,-11.4271,28.94,11,8,4.27,MR,1732470265
334,susuman,62.7833,148.1667,-36.68,97,77,0.38,RU,1732470266
335,kendari,-3.945,122.4989,24.76,93,65,0.69,ID,1732470267
336,farafangana,-22.8167,47.8333,25.59,88,14,2.08,MG,1732470268
337,fort abbas,29.1925,72.8536,20.48,30,0,3.32,PK,1732470269
338,puerto deseado,-47.7503,-65.8938,11.7,57,100,7.69,AR,1732469985
339,polyarnyy,69.1989,33.4478,-1.29,83,63,10.15,RU,1732470271
340,bubaque,11.2833,-15.8333,28.61,69,0,5.56,GW,1732470272
341,lata,40.1629,-8.3327,19.03,59,98,7.34,PT,1732470275
342,vilyuchinsk,52.9306,158.4028,1.15,93,100,2.67,RU,1732470276
343,tangalle,6.024,80.7911,23.95,90,100,1.63,LK,1732470277
344,puerto baquerizo moreno,-0.9,-89.6,26.55,57,100,6.17,EC,1732470278
345,pudasjarvi,65.3833,26.9167,-3.4,93,44,4.14,FI,1732470279
346,bulawayo,-20.15,28.5833,17.6,84,100,2.11,ZW,1732470280
347,kourou,5.1552,-52.6478,29.33,67,97,3.16,GF,1732470282
348,azangaro,-14.9167,-70.2167,13.7,48,97,2.17,PE,1732470283
349,notodden,59.5594,9.2585,1.53,65,100,1.0,NO,1732470284
350,revelstoke,50.9832,-118.2023,1.01,93,100,1.03,CA,1732470285
351,sorong,-0.8833,131.25,26.52,85,93,1.3,ID,1732470128
352,prineville,44.2999,-120.8345,4.99,62,75,5.66,US,1732470287
353,cole harbour,44.6724,-63.4751,6.98,79,100,11.83,CA,1732470288
354,krasnyy chikoy,50.3643,108.7512,-17.83,97,100,1.89,RU,1732470289
355,sierra grande,-41.606,-65.3557,25.42,21,52,4.95,AR,1732470291
356,kirakira,-10.4544,161.9205,25.94,87,32,1.66,SB,1732470292
357,touros,-5.1989,-35.4608,28.16,63,13,4.99,BR,1732470178
358,campagnano di roma,42.1388,12.3708,7.41,76,8,1.34,IT,1732470294
359,praia da vitoria,38.7333,-27.0667,17.14,63,40,3.53,PT,1732470295
360,hermanus,-34.4187,19.2345,21.0,84,35,2.14,ZA,1732470297
